Country,Year,Total Water Consumption (Billion Cubic Meters),Per Capita Water Use (Liters per Day),Agricultural Water Use (%),Industrial Water Use (%),Household Water Use (%),Rainfall Impact (Annual Precipitation in mm),Groundwater Depletion Rate (%),Total Water Consumption (Cubic Meters),zscore,Total_Percentage,Per Capita Water Use (m³ per Day),Agricultural Water Use Ratio,Industrial Water Use Ratio,Household Water Use Ratio,Water Stress Index,Water Stress Normalized,Water Scarcity Level
Australia,2006,438.3757143,279.7478571,48.02642857,32.05928571,26.485,1300.371429,2.282857143,438375714300.0,0.6547913736911738,106.57071427999999,0.2797478571,0.4802642857,0.32059285709999996,0.26485,0.33711576902079105,0.35229862509907117,Low Stress
Australia,2007,376.92375,228.62125,53.56125,27.13625,29.6725,1529.41,3.19875,376923750000.0,1.2950306459894123,110.37,0.22862125,0.5356125,0.2713625,0.296725,0.24645042859664837,0.21899860126858242,Low Stress
Australia,2008,511.38,238.47,55.68461538,23.33230769,26.02846154,1611.926923,2.011538462,511380000000.0,0.10580613175293842,105.04538460999999,0.23847,0.5568461538,0.2333230769,0.2602846154,0.3172476324474171,0.3230876491482996,Low Stress
Australia,2009,442.79875,258.61625,47.38875,25.6975,26.46625,980.3125,2.75375,442798750000.0,0.6087098335781086,99.55250000000001,0.25861625,0.4738875,0.256975,0.26466249999999997,0.4516914249282754,0.520752607529546,Moderate Stress
Australia,2010,556.146,235.882,43.208,25.952,27.277,1605.123,3.443,556146000000.0,0.5722021467571797,96.437,0.235882,0.43207999999999996,0.25952000000000003,0.27277,0.34648185839963663,0.3660690464260963,Low Stress
Australia,2011,467.7744444,281.5111111,52.68222222,30.69777778,22.74777778,1955.788889,2.916666667,467774444400.0,0.34849975583777537,106.12777778,0.2815111111,0.5268222222,0.3069777778,0.2274777778,0.23917430302979906,0.2083009332631759,Low Stress
Australia,2012,498.1664706,265.8988235,55.87176471,26.75352941,24.42,1286.410588,2.429411765,498166470600.0,0.03185945052605399,107.04529412000001,0.2658988235,0.5587176471,0.2675352941,0.24420000000000003,0.3872530864150506,0.4260126328134449,Low Stress
Australia,2013,426.5841667,258.6558333,53.82833333,32.01416667,20.19083333,1619.6325,2.85,426584166700.0,0.7776419927184005,106.03333333,0.25865583329999997,0.5382833333,0.3201416667,0.2019083333,0.26338330868267956,0.24389403880212668,Low Stress
Australia,2014,538.1064286,290.0314286,60.51285714,28.47571429,22.62214286,1414.902857,2.522857143,538106428600.0,0.3842562902289107,111.61071429,0.29003142860000003,0.6051285714,0.2847571429,0.2262214286,0.3803133380767496,0.41580952085748096,Low Stress
Australia,2015,521.4066667,286.9333333,65.12444444,32.24444444,24.15111111,1394.204444,3.284444444,521406666700.0,0.2102692821942491,121.51999999000002,0.28693333330000004,0.6512444444000001,0.32244444440000003,0.24151111109999998,0.37398149815393933,0.4065001816033298,Low Stress
Australia,2016,446.722,261.3993333,59.50533333,25.97133333,23.10933333,1370.126,2.992,446722000000.0,0.5678353269019395,108.58599999,0.26139933330000004,0.5950533333,0.2597133333,0.23109333329999998,0.3260444659834205,0.33602112642303833,Low Stress
Australia,2017,626.71625,314.8475,55.92,31.86375,24.64375,1009.385,2.37375,626716250000.0,1.3074405727468388,112.4275,0.3148475,0.5592,0.3186375,0.2464375,0.6208892048128315,0.7695143502767373,Moderate Stress
Australia,2018,603.2993333,288.7166667,56.09066667,34.11,25.41866667,1299.113333,2.625333333,603299333300.0,1.0634706707550083,115.61933334,0.2887166667,0.5609066667,0.3411,0.2541866667,0.4643931502933778,0.5394272221720959,Moderate Stress
Australia,2019,548.0716667,299.96,40.895,24.34,21.91833333,1457.06,2.598333333,548071666700.00006,0.48807944481963755,87.15333333,0.29996,0.40895000000000004,0.2434,0.2191833333,0.37614900326685247,0.40968693942999634,Low Stress
Australia,2020,484.79875,292.505,48.47375,23.68,27.54625,1549.61875,2.38,484798750000.0,0.1711314787959492,99.7,0.292505,0.48473750000000004,0.2368,0.2754625,0.31285033818802205,0.3166225608706302,Low Stress
Australia,2021,659.4511111,288.9488889,41.39111111,25.62333333,26.46444444,1640.824444,2.012222222,659451111100.0,1.6484897790363757,93.47888888,0.2889488889,0.41391111109999995,0.25623333330000003,0.2646444444,0.4019022958314729,0.4475505209984093,Moderate Stress
Australia,2022,477.698125,298.385,53.025625,25.974375,25.078125,1411.735625,2.84875,477698125000.0,0.24510956940130782,104.078125,0.298385,0.53025625,0.25974375,0.25078125,0.3383764754112513,0.35415216903444313,Low Stress
Australia,2023,207.795,322.3866667,59.68833333,40.56833333,30.145,1297.586667,2.51,207795000000.0,3.05710398340282,130.40166666000002,0.3223866667,0.5968833333,0.4056833333,0.30145,0.1601395924330964,0.0921007540470522,No Stress
Australia,2024,644.005,253.959,55.513,29.457,26.868,1535.133,1.656,644005000000.0,1.487563972300174,111.838,0.253959,0.55513,0.29457,0.26868,0.4195108827704179,0.4734394113682245,Moderate Stress
Brazil,2000,535.3028571,254.0585714,48.39285714,21.06285714,25.73428571,1835.337143,2.567142857,535302857100.0,0.3550471901221455,95.18999998999999,0.2540585714,0.48392857139999995,0.2106285714,0.25734285710000004,0.29166459096719755,0.2854743779355489,Low Stress
Brazil,2001,639.0090909,200.5309091,54.66181818,34.16727273,21.84545455,1524.764545,2.799090909,639009090900.0,1.435513932190193,110.67454545999999,0.20053090910000002,0.5466181818,0.3416727273,0.21845454549999999,0.4190870603565877,0.4728162897034387,Moderate Stress
Brazil,2002,433.875,286.586,54.407,24.681,23.399,2000.491,2.383,433875000000.0,0.7016822108039965,102.487,0.286586,0.5440699999999999,0.24681,0.23399,0.21688425491541827,0.17552916037918528,Low Stress
Brazil,2003,613.36,346.6015385,55.85,30.47230769,27.44769231,1511.286923,2.877692308,613360000000.0,1.1682880512930485,113.77000000000001,0.34660153850000003,0.5585,0.3047230769,0.2744769231,0.40585278061060814,0.45335869105255805,Moderate Stress
Brazil,2004,511.8836364,248.6281818,51.44727273,32.37363636,22.47090909,1641.064545,2.613636364,511883636400.0,0.11105328383199584,106.29181818,0.2486281818,0.5144727273,0.32373636359999997,0.2247090909,0.3119216961694825,0.3152572320402059,Low Stress
Brazil,2005,560.6266667,274.1866667,47.74222222,26.63222222,19.81555556,1706.97,2.675555556,560626666700.0,0.6188841173027325,94.19,0.27418666669999997,0.4774222222,0.2663222222,0.1981555556,0.3284338135409527,0.3395340464084305,Low Stress
Brazil,2006,781.3428571,236.87,50.32571429,36.27,27.44428571,1818.135714,2.331428571,781342857100.0,2.918422866565062,114.04,0.23687,0.5032571429,0.3627,0.2744428571,0.4297494686912024,0.48849261406780486,Moderate Stress
Brazil,2007,642.8583333,285.6816667,52.52,26.15333333,17.37666667,1863.853333,2.211666667,642858333300.0,1.47561738829852,96.05000000000001,0.2856816667,0.5252,0.2615333333,0.1737666667,0.3449082188593001,0.36375541491877333,Low Stress
Brazil,2008,665.5016667,273.875,42.34,28.61333333,23.34333333,1356.306667,2.853333333,665501666700.0,1.7115276877260412,94.29666666,0.273875,0.42340000000000005,0.2861333333,0.2334333333,0.49067197182774,0.5780634586918109,Moderate Stress
Brazil,2009,498.7066667,278.9455556,53.11,27.85666667,26.01222222,1459.541111,2.817777778,498706666700.0,0.026231400033250654,106.97888889,0.27894555559999995,0.5311,0.27856666669999997,0.26012222220000003,0.34168730359250565,0.3590198888642618,Low Stress
Brazil,2010,337.0366667,230.1077778,55.20888889,21.98555556,25.16111111,1933.672222,1.643333333,337036666700.0,1.710595509976863,102.35555556,0.2301077778,0.5520888889,0.21985555560000003,0.2516111111,0.17429875801360092,0.11291815902751706,No Stress
Brazil,2011,483.5825,266.6833333,47.615,25.46833333,28.005,1403.941667,2.779166667,483582500000.0,0.1838030186531826,101.08833333,0.2666833333,0.47615,0.2546833333,0.28004999999999997,0.34444629101530894,0.3630762690365218,Low Stress
Brazil,2012,469.025,331.6375,36.3725,22.0175,25.9475,1650.935,2.2375,469025000000.0,0.3354708019803561,84.3375,0.3316375,0.363725,0.22017499999999998,0.259475,0.2840965876912174,0.27434757895902684,Low Stress
Brazil,2013,562.74125,197.11875,47.295,18.0575,27.91625,1699.57875,2.78375,562741250000.0,0.6409149716233005,93.26875000000001,0.19711875,0.47295000000000004,0.180575,0.27916250000000004,0.33110631090203974,0.3434632652284699,Low Stress
Brazil,2014,559.112,317.394,58.716,28.48133333,27.96533333,1647.265333,2.271333333,559112000000.0,0.6031035134306056,115.16266665999999,0.317394,0.58716,0.28481333329999997,0.2796533333,0.3394183006217614,0.35568390458783683,Low Stress
Brazil,2015,574.5815385,348.3384615,47.07307692,33.68461538,22.42307692,1569.433077,1.808461538,574581538500.0,0.7642733992893979,103.18076922,0.3483384615,0.4707307692,0.3368461538,0.22423076919999999,0.36610770278801763,0.39492379414364875,Low Stress
Brazil,2016,501.7923077,289.3046154,50.24923077,28.60307692,27.30692308,2017.038462,3.008461538,501792307700.0,0.0059164502579006914,106.15923077000001,0.28930461539999996,0.5024923077,0.2860307692,0.2730692308,0.24877676710361113,0.22241888267893434,Low Stress
Brazil,2017,574.563,292.3,45.357,27.285,26.176,1338.94,2.189,574563000000.0,0.7640802553291569,98.818,0.2923,0.45357,0.27285,0.26176,0.42911780961058743,0.4875639221321123,Moderate Stress
Brazil,2018,287.1566667,248.6733333,42.20833333,26.99833333,27.89,1074.935,2.69,287156666700.0,2.230271898941961,97.09666666,0.2486733333,0.42208333330000003,0.2699833333,0.2789,0.26713863321968306,0.2494152760018327,Low Stress
Brazil,2019,497.8663636,228.5627273,60.82818182,25.43727273,24.23727273,1452.016364,2.879090909,497866363600.0,0.03498612498602115,110.50272728,0.22856272730000002,0.6082818181999999,0.2543727273,0.2423727273,0.3428793062830799,0.36077242170995816,Low Stress
Brazil,2020,553.0541176,261.3735294,47.09529412,29.15352941,27.90882353,1771.814706,2.653529412,553054117600.0,0.5399892702388016,104.15764705999999,0.26137352939999997,0.4709529412,0.2915352941,0.2790882353,0.3121399296027742,0.31557808807761006,Low Stress
Brazil,2021,457.14,264.78125,45.7425,27.22,21.1825,1620.69375,2.27875,457140000000.0,0.4592950578514504,94.14500000000001,0.26478125,0.45742499999999997,0.2722,0.211825,0.28206439372028186,0.27135976130471023,Low Stress
Brazil,2022,417.748,289.605,53.949,22.364,24.084,1606.203,2.56,417748000000.0,0.869701880508089,100.397,0.289605,0.53949,0.22364,0.24084,0.2600841861209324,0.23904352906992596,Low Stress
Brazil,2023,688.2325,336.95875,39.915,21.9125,26.52125,1420.54625,1.82875,688232500000.0,1.9483496076841726,88.34875,0.33695875000000003,0.39915,0.21912500000000001,0.26521249999999996,0.484484401687027,0.5689662309821772,Moderate Stress
Brazil,2024,417.18875,309.9975,55.47,18.35625,23.85875,1354.0525,2.8725,417188750000.0,0.8755284446726582,97.685,0.3099975,0.5547,0.1835625,0.2385875,0.30810382167604283,0.30964403124510026,Low Stress
Canada,2000,382.5146154,236.62,51.28615385,21.67461538,26.30923077,1423.098462,2.273846154,382514615400.0,1.2367820344765428,99.27,0.23662,0.5128615384999999,0.21674615379999998,0.26309230769999997,0.26878998580493163,0.2518431645195,Low Stress
Canada,2001,336.8311111,360.4011111,49.65888889,29.44777778,24.85333333,1244.823333,2.134444444,336831111100.0,1.7127370976260123,103.96,0.3604011111,0.4965888889,0.2944777778,0.24853333330000002,0.2705854735934645,0.2544829667182138,Low Stress
Canada,2002,523.434,315.01,56.214,27.199,24.177,1902.677,3.398,523434000000.0,0.23139111957541791,107.59,0.31501,0.56214,0.27199,0.24176999999999998,0.27510397193007535,0.26112625436408315,Low Stress
Canada,2003,346.3242857,196.96,49.38857143,34.52285714,27.11428571,1343.852857,2.988571429,346324285700.0,1.6138321518372554,111.02571428,0.19696,0.4938857143,0.3452285714,0.2711428571,0.2577099746419633,0.23555286278836057,Low Stress
Canada,2004,397.045,363.612,50.919,35.19,20.717,1820.441,2.459,397045000000.0,1.0853967538189233,106.826,0.36361200000000005,0.5091899999999999,0.3519,0.20717,0.21810374519141243,0.17732210663726589,Low Stress
Canada,2005,511.832,223.712,46.746,29.47,21.278,1606.15,3.928,511832000000.0,0.11051530833297497,97.494,0.223712,0.46746000000000004,0.29469999999999996,0.21278,0.3186701117579304,0.32517903848299745,Low Stress
Canada,2006,748.4233333,319.7166667,55.50333333,43.58333333,21.82666667,1202.826667,2.54,748423333300.0,2.5754497459789634,120.91333333,0.31971666670000004,0.5550333332999999,0.4358333333,0.21826666670000003,0.6222204361054459,0.7714715829105006,Moderate Stress
Canada,2007,572.6066667,270.1277778,49.50666667,28.00555556,23.99555556,1688.984444,1.99,572606666700.0,0.7436981337382154,101.50777779,0.27012777779999997,0.4950666667,0.2800555556,0.2399555556,0.3390242395269805,0.3551045392749264,Low Stress
Canada,2008,522.7742857,236.3428571,42.83857143,30.79285714,21.55285714,1010.11,3.74,522774285700.0,0.2245178648606495,95.18428571,0.2363428571,0.4283857143,0.30792857139999996,0.2155285714,0.5175419367197631,0.6175688192151946,Moderate Stress
Canada,2009,361.4271429,220.7835714,45.11,27.53642857,25.85642857,1851.837143,2.993571429,361427142900.0,1.4564825469304488,98.50285714,0.2207835714,0.4511,0.27536428570000004,0.2585642857,0.1951722073759053,0.14360718842290834,No Stress
Canada,2010,532.35,218.36875,54.685,31.305,26.1275,1776.94125,3.1825,532350000000.0,0.3242827531763169,112.1175,0.21836875,0.5468500000000001,0.31305,0.26127500000000003,0.29958784512431125,0.29712348180498116,Low Stress
Canada,2011,538.9313333,333.4326667,57.00333333,25.74,25.19066667,1949.646667,2.631333333,538931333300.0,0.39285058645457954,107.934,0.33343266670000005,0.5700333333,0.25739999999999996,0.2519066667,0.276425129959202,0.2630686768591905,Low Stress
Canada,2012,478.68375,264.65375,47.1725,30.0575,24.465,1403.48625,2.97625,478683750000.0,0.23484080354578038,101.69500000000001,0.26465375,0.471725,0.30057500000000004,0.24465,0.34106764494486497,0.35810884047343394,Low Stress
Canada,2013,460.666,140.288,49.074,38.574,26.216,1733.832,2.532,460666000000.0,0.42255931311426237,113.864,0.14028800000000002,0.49073999999999995,0.38573999999999997,0.26216,0.26569240849171083,0.247288975148595,Low Stress
Canada,2014,563.8890909,192.1927273,42.29727273,28.48363636,23.93454545,1622.126364,3.225454545,563889090900.0,0.6528737890655308,94.71545454,0.1921927273,0.4229727273,0.2848363636,0.23934545450000003,0.34762340555855736,0.36774739741199564,Low Stress
Canada,2015,367.232,318.078,46.974,27.834,32.21,1586.67,4.114,367232000000.0,1.3960044559884592,107.018,0.31807799999999997,0.46974,0.27834,0.3221,0.23144825325997215,0.19694176763697785,Low Stress
Canada,2016,568.3621053,255.0647368,46.92263158,23.71736842,24.36210526,1488.141579,2.496842105,568362105300.0,0.6994760338766954,95.00210526000001,0.25506473679999997,0.4692263158,0.23717368419999998,0.2436210526,0.38192744112554633,0.41818264352886697,Low Stress
Canada,2017,386.1366667,181.9433333,52.955,34.02666667,27.52,2060.451667,2.68,386136666700.0,1.1990455761720056,114.50166666999999,0.1819433333,0.52955,0.3402666667,0.2752,0.18740389443942246,0.13218588569893913,No Stress
Canada,2018,563.8364286,301.8814286,50.54857143,27.85214286,23.12071429,1431.243571,2.653571429,563836428600.0,0.6523251251942671,101.52142857999999,0.3018814286,0.5054857143,0.2785214286,0.2312071429,0.39394861924588515,0.4358566887860226,Low Stress
Canada,2019,545.6142857,330.0142857,55.50714286,26.14,22.36428571,1200.763571,3.002142857,545614285700.0,0.4624771416040908,104.01142857,0.3300142857,0.5550714286,0.2614,0.2236428571,0.4543894392512346,0.5247193424677593,Moderate Stress
Canada,2020,445.1363636,315.7736364,46.30636364,27.50545455,25.50727273,1165.987273,2.376363636,445136363600.0,0.5843553308827658,99.31909092,0.3157736364,0.46306363640000003,0.27505454549999997,0.2550727273,0.3817677721770467,0.4179478914776375,Low Stress
Canada,2021,597.2784615,277.4907692,51.01769231,29.44538462,26.06384615,1350.286154,2.098461538,597278461500.0,1.0007420236931452,106.52692308,0.2774907692,0.5101769231,0.2944538462,0.2606384615,0.44233473010936325,0.5069959984824631,Moderate Stress
Canada,2022,470.68,260.4033333,53.52111111,28.25,22.12,1277.861111,2.641111111,470680000000.0,0.31822813109548737,103.89111111,0.2604033333,0.5352111111,0.2825,0.2212,0.3683342391033919,0.398197342144576,Low Stress
Canada,2023,653.7088889,333.3888889,50.0,23.55333333,26.95222222,1161.61,2.785555556,653708888900.0,1.588664251820433,100.50555555,0.33338888889999996,0.5,0.2355333333,0.2695222222,0.5627610720465561,0.6840519073330716,Moderate Stress
Canada,2024,476.976875,216.31125,57.044375,26.726875,26.4175,1312.939375,3.0,476976875000.0,0.2526239357914657,110.18875000000001,0.21631125,0.57044375,0.26726875,0.264175,0.36328933695053517,0.3907801133110182,Low Stress
China,2000,681.0283333,304.215,59.855,29.28833333,31.20166667,1162.198333,2.95,681028333300.0,1.8732927645374486,120.345,0.30421499999999996,0.5985499999999999,0.2928833333,0.3120166667,0.5859828860208837,0.718193601851441,Moderate Stress
China,2001,611.81,338.03125,49.53,27.50875,24.2175,2039.9125,2.94375,611810000000.0,1.152139326295135,101.25625,0.33803125,0.4953,0.2750875,0.242175,0.29991972694907254,0.29761142852136285,Low Stress
China,2002,440.7053846,236.3661538,48.57923077,30.26307692,26.95692308,1538.954615,2.877692308,440705384600.0,0.630519628523106,105.79923077,0.2363661538,0.48579230770000004,0.3026307692,0.2695692308,0.2863667195279829,0.2776852229420921,Low Stress
China,2003,560.2175,254.99,47.54375,30.1575,21.235,1030.6175,2.76875,560217500000.0,0.6146212008404075,98.93625,0.25499,0.4754375,0.301575,0.21234999999999998,0.5435746045453332,0.6558431501258372,Moderate Stress
China,2004,798.418,332.616,49.508,32.036,26.33,1494.778,2.802,798418000000.0,3.0963207936567834,107.87400000000001,0.33261599999999997,0.49508,0.32036000000000003,0.2633,0.534138179716319,0.6419693186407545,Moderate Stress
China,2005,561.7107692,269.9892308,60.50538462,31.58615385,24.89307692,1564.781538,2.165384615,561710769200.0,0.630178874168571,116.98461539,0.2699892308,0.6050538462,0.3158615385,0.24893076919999998,0.358970728858382,0.38443071276936125,Low Stress
China,2006,455.5545455,296.5945455,45.90090909,23.29,27.98454545,1801.888182,2.977272727,455554545500.0,0.47581316670125895,97.17545453999999,0.2965945455,0.45900909089999997,0.2329,0.2798454545,0.2528206522750811,0.22836437394608197,Low Stress
China,2007,462.5009091,266.9436364,56.33090909,23.10636364,27.83636364,1444.176364,3.033636364,462500909100.0,0.40344225346776674,107.27363637,0.2669436364,0.5633090909,0.23106363640000002,0.2783636364,0.32025237403760753,0.3275053475069349,Low Stress
China,2008,558.4945455,299.8290909,47.24454545,24.14818182,21.31909091,1226.450909,3.698181818,558494545500.0,0.5966705438052998,92.71181818,0.2998290909,0.4724454545,0.2414818182,0.2131909091,0.45537456199969273,0.5261677116596811,Moderate Stress
China,2009,383.6785714,247.7771429,56.41428571,27.73285714,23.78857143,1109.032857,3.081428571,383678571400.0,1.2246553213451423,107.93571428,0.2477771429,0.5641428571,0.2773285714,0.23788571430000002,0.3459578036649639,0.36529855895763746,Low Stress
China,2010,557.6533333,252.5793333,54.532,30.60133333,26.17533333,1626.742667,1.541333333,557653333300.0,0.5879063473648553,111.30866666,0.2525793333,0.5453199999999999,0.30601333329999997,0.2617533333,0.3428036558040313,0.360661197171311,Low Stress
China,2011,578.89,262.365,58.845,30.8525,28.305,1197.7875,2.2475,578890000000.0,0.809161244403976,118.0025,0.262365,0.58845,0.308525,0.28305,0.48329941663275,0.5672240157626133,Moderate Stress
China,2012,542.623,299.206,48.454,27.471,19.249,1929.226,2.306,542623000000.00006,0.431312335049582,95.17399999999999,0.299206,0.48454,0.27471,0.19249,0.2812646107817332,0.2701838865518111,Low Stress
China,2013,543.57,261.1914286,53.80428571,25.29,24.46857143,1088.364286,1.625714286,543570000000.00006,0.44117868509669406,103.56285714,0.2611914286,0.5380428571,0.2529,0.2446857143,0.4994375568843317,0.5909509931285172,Moderate Stress
China,2014,624.3155556,288.2322222,55.65333333,28.84222222,26.51111111,1302.847778,2.283333333,624315555600.0,1.2824288607019172,111.00666666000001,0.2882322222,0.5565333333,0.2884222222,0.2651111111,0.4791930155941825,0.5611866110196555,Moderate Stress
